pairid	sentid	comparison	sentence	source
2	1	expected	"Go!!!
Aprendi com os meus erros
Quais as decisões tomar
Mas tambem vi com os meus erros
Em quem acreditar
E eu vi tantas pessoas
Que cruzaram o meu caminho
Mas tão poucas conseguiram me mostrar
Que eu devo acreditar
Todos os contos que eu sempre me espelhei
Os amigos que eu sempre confiei
Onde estão pra me ajudar ?
Esqueça tudo o que um dia te disseram
Apenas pare pra pensar
Não acredite nos outros
Confie em si mesmo para não errar
Então vai viver sua vida enquanto é tempo
Temos que sempre aproveitar
Esteja sempre firme pra viver
E veja onde você quer chegar
Go!!!
E todos sempre disseram
O que eu tinha que fazer
Mas ninguem parou ao menos
Para me entender
Mas agora estou tranquilo
Não vou mas me adaptar
Não vou dar mais tempo ao tempo
E ver a minha vida passar
Todos os contos que eu sempre me espelhei
Os amigos que eu sempre confiei
Onde estão pra me ajudar ?
Esqueça tudo o que um dia te disseram
Apenas pare pra pensar
Não acredite nos outros
Confie em si mesmo para não errar
Então vai viver sua vida enquanto é tempo
Temos que sempre aproveitar
Esteja sempre firme pra viver
E veja aonde você quer chegar."	pt
2	1	expected	"Prometo que nunca mais vou jurar
Por coisas que não vou cumprir
Respostas não quero mais encontrar
Preciso só me distrair
Não pense que o tempo foi jogado fora
Quem sabe foi você que não soube aproveitar
Fica difícil quando todos vão embora
Mas quem sou eu pra te julgar
Por que sei que é tão fácil desistir
Que somos fracos e não vamos conseguir
Queria estar errado, (queria estar errado)
Queria estar errado, (queria estar errado)
Desculpe se não foi como esperava
Eu nunca quis te magoar
Seguimos tanto tempo a mesma estrada
Que achei que nada fosse nos separar
Não pense que o tempo foi jogado fora
Quem sabe foi você que não soube aproveitar
Fica difícil quando todos vão embora
Mas quem sou eu pra te julgar
Por que sei que é tão fácil desistir
Que somos fracos e não vamos conseguir
Queria estar errado, (queria estar errado)
Queria estar errado, (queria estar errado)
E a verdade anda tão fora de moda.
Melhor acreditar, naquilo que parece bom pra mim."	pt
2	1	expected	"Fique à vontade, meu bem
Sinta vontade de ficar
Não tenha pressa
Quem sabe aqui é seu lugar
Mas se tiver de ida
Vê se não vai assim sem mim
Deixa a dor pra depois
Vamos nos aventurar nesse nosso tempo
Após prantos sem chorar
Fique à vontade, meu bem
Sinta vontade de ficar
Não tenha pressa
Quem sabe aqui é seu lugar
Me mostra tua coragem
Vai leve tudo de mim
Apague os passos da estrada
Tente nem se quer lembrar
Daquele nosso tempo
O qual era tão fácil amar
Diz que quando eu for embora
Sempre vai me procurar
Não que eu não queira
Sempre eu vou te amar
E em cada estação
Em que não puder estar
Levo essa saudade
Enquanto não posso te levar
E no fim desse sufoco
Espero contar com a sorte
Se ela existe,
Que só a morte possa nos separar

(fonte: site oficial)"	pt
1	1	expected	"So I found myself in the sun, oh yeah
A hell of a place to end a run, oh yeah
California, I'm fine
Somebody check my brain
California's all right
Somebody check my brain
Check my brain
I walk these streets, I creep and I fall, oh yeah
When she sang I answered the call, oh yeah
California, I'm fine
Somebody check my brain
California's all right
Somebody check my brain
Aaaaah tears have filled my bones
Aaaaah years expended gone
I hung my guns and put em away, oh yeah
The trick of the trade, and by the way, oh yeah
California, I'm fine
Somebody check my brain
California's all right
Somebody check my brain
Aaaah tears have filled my bones
Aaaah years expended gone
(2x)
Check my brain, check my brain, check my brain ..."	en
3	1	expected	"Nunca había sentido algo así
la vida me mantuvo siempre en paz
Llegaste a abrir las puertas del dolor
Y a regalar la soledad
Tu piel envenenó mi corazón
Dejándome en completa oscuridad
Y así en lugar de olvidarte yo
Te fui queriendo mucho más
Y ahora estas aquí
Viéndome sufrir
dime como debo hacer
para olvidarme de tus besos
y si sacarte para siempre de mi...
De mi.......
de mi......de mi.......
Lo supe en el momento en que te vi
Quererte iba a dolereme de verdad
Pero volvi a mirarte y comprendi
Que ire contigo hasta el final
Y ahora estas aquí
Viéndome sufrir
Dime como debo hacer
Para olvidarme de tus besos
Y si borrar tu nombre de mi...
De mi.......
de mi......de mi.......
Intente alejarme, no pensarte más
No pensarte más
Me dolío entragarme como nunca
Lo hice jamás
De mi..
de mi...
de mi...
de mi......."	es
1	1	expected	"Road narrows, pouring down
I'm breaking without a sound
Bits and pieces of trying
Get what you pay for nothing
Frozen dreaming of yesterday
Potent, creeping, I'm far away
From my hometown I lit out
To save my skin and shed some doubt
I know how false the floor
How high the sky
Been down that road before
It's a lie, you hide in someone else
Like a shining scalpel, cut yourself
Hard as truth is, been my friend
Don't need to be invited in
I'll go round 'til bested
Pick up myself and try again
I know how false the floor
How high the sky
Been down that road before
It's a lie, you hide in someone else
Like a shining scalpel, cut yourself
All comes in time
Don't fight it, don't mind it
Whatever may come
I know how false the floor
How high the sky
Been down that road before
It's a lie, you hide in someone else
Like a shining scalpel, cut yourself"	en
2	1	expected	"Seu perfume é sua maresia
Ia pra pista andar
de skate todo dia
Com os manos de fé em boa companhia
Aquele velho carteado, minhas manobrinhas
Foi então que eu vi,
a garota ali, sentada ali no maior style eu decidi dividir
Não sou o melhor nem pior
em se aproximar de alguém
Faço o que quero, quando quero e até que vivo bem
Mas e aí, Thronn não se desespere não,
vá até uma banca e compre uma revista thrasher na mão
Mas e aí, Thronn não se desespere não,
vá até uma banca e compre uma revista thrasher na mão
(Não se desespere, não)
(Não se desespere, não)
(Não se desespere, não)
Quem tá de fora me procure
E arrisque um palpite, eu conheço a parada e cheguei no limite
Foi então que eu vi,
a garota ali, sentada ali no maior style eu decidi dividir
Não sou melhor nem pior
em se aproximar de alguém
Faço o que quero, quando quero e até que vivo bem
Mas e aí, Thronn não se desespere não,
vá até uma banca e compre uma revista thrasher na mão
Mas e aí, Thronn não se desespere não,
vá até uma banca e compre uma revista thrasher na mão
Mas e aí, Thronn não se desespere não,
vá até uma banca e compre uma revista thrasher na mão
Mas e aí, Thronn se desespere não,
vá até uma banca e compre uma revista thrasher na mão
Seu perfume é sua maresia
Ia pra pista andar
de skate todo dia
Com os manos de fé em boa companhia
Aquele velho carteado, minhas manobrinhas!"	pt
1	1	expected	"They noticed the ways you changed
over the years,but we all stayed the same
look back through the past
but we all knew that you wouldn't last
You see yourself in the puddles left from the rain
but all we remember is your stain
Just live your life, live it for yourself and be happy
So your wrong, in the ways you wanted to be
the only one who matters is you
Now watch you slip away
to the ledge you've chosen finally
you picked your role now play your part
but what you didn't know this plays a tragedy
You see yourself in the puddles left from the rain
but all we remember is your stain
just live your life, live it for yourself and be happy
So your wrong, in the ways you wanted to be
the only one who matters is you
What you waiting for
I bet you didn't know where we was coming from
What you waiting for
I bet you didn't know where we was coming from
What you waiting for
I bet you didn't know where we was coming from
Cause it breaks,my heart
Cause it breaks my heart
Cause it breaks my heart
Cause it breaks
just live your life, live it for yourself and be happy
So your wrong, in the ways you wanted to be
the only one who matters is
What you waiting for
I bet you didn't know where we was coming from
What you waiting for
I bet you didn't know where we was coming from
What you waiting for
I bet you didn't know where we was coming from"	en
1	1	expected	"When the curtain falls it rolls, unwraps, reminds me
The person that I am
I'm still afraid, ashamed, of what's behind me
But you gave me the strength to stand
Sh-sh-sh-shake it off go get the things you want
I'll bottle the shame (bottle the shame)
Just sh-sh-shake it off, and no one will ever know
(won't know)
I'm a slave to all these voices in my head
And I'm afraid, I'm afraid of what they've said
I'm a slave
Sometimes when no one's left to listen
I'll sit and argue with myself
Say all the things I wish to tell you,
without hurting someone else
Sh-sh-sh-shake it off go get the things you want
I'll bottle the shame (bottle the shame)
Just sh-sh-shake it off, and no one will ever know
(won't know)
I'm a slave to all these voices in my head
And I'm afraid, I'm afraid of what they've said
I'm a slave to all these voices in my head
And I'm afraid they'll walk with me until my end
Hey you, when'd ya get so cold?
(When'd ya get so cold?)
Hey you, just do what you're told, do what you're told
Hey you, you're gonna be a star
As long as you'll let us
we'll make you the person that you aren't
I'm a slave to all these voices in my head
And I'm afraid, I'm afraid of what they've said
I'm a slave (I'm a slave) to all these voices in my head
And I'm afraid (I'm afraid) they'll walk with me until my end
Sh-sh-sh-shake it off go get the things you want
I'll bottle the shame (bottle the shame)"	en
2	1	expected	"Distração.
Olhar perdido no balcão.
De alma imunda e dor no coração.
Foi este o fim
grandioso
de tanto esforço.
Distração...
Ouçam meus gritos...
Porque não me escutam?
Porque fingem não me ver?
Sou alguém..
Mesmo que desapareça...
Sou alguém, mas o que sou?
Mas o que sou...
O que restou de mim?
Bem me quer,
quem me quer mal me quer.
Bem me quer,
me deixa aqui....
deixa sumir..
sumir...
Mais água suja, não perdão.
Mais pesadelo.
Maldição."	pt
3	1	expected	"Perdona si te estoy llamando en este momento
Pero me hacia falta escuchar de nuevo
Aunque sea un instante tu respiracion
Disculpa se que te estoy violando nuestro juramento
Se que estas con alguien que no es el momento
Pero hay algo urgente que decirte hoy
Que estoy muriendo
Muriendo por verte
Agonisando, muy lento y muy fuerte uh, uh, uh, uh, uh

Vida, devuelveme mis fantasias
Mis ganas de vivir la vida
Devuelveme el aire
Cariño mio, sin ti yo me siento vacio
Las tardes son un laberinto
Y las noches me saben
A puro dolor
Quisiera decirte que hoy estoy de maravilla
Que no me a afectado tu partida
Pero con un dedo no se tapa el sol
Estoy muriendo
Muriendo por verte
Agonisando, muy lento y muy fuerte uh, uh, uh, uh, uh
Vida, devuelveme mis fantasias
Mis ganas de vivir la vida
Devuelveme el aire
Cariño mio, sin ti yo me siento vacio
Las tardes son un laberinto
Y las noches me saben
A puro dolor
Vida, devuelveme mis fantasias
Mis ganas de vivir la vida
Devuelveme el aire
Cariño mio, sin ti yo me siento vacio
Las tardes son un laberinto
Y las noches me saben
A puro dolor
Vida, devuelveme mis fantasias
Mis ganas de vivir la vida
Devuelveme el aire ah, ah
Perdona si te estoy llamando en este momento
Pero me hacia falta escuchar de nuevo
Aunque sea un instante tu respiracion"	es
3	1	expected	"Desde el ruido del mundo,
desde el giro de un carrusel,
de la piel a lo más hondo,
desde el fondo de mi ser.
De este inútil orgullo,
y del silencio que hay en mí,
desde estas ganas mías de vivir.
Quiero decirte que te amo,
quiero decirte que eres mío,
que no te cambio por ninguno,
y por tenerte desvarío.
Quiero decirte que te amo,
porque eres tan igual a mí,
cuando por nada discutimos,
y luego te cierras en tí.
Del peor de mis fallos,
de un error por el que pagué,
de un teléfono del centro,
de mis ganas de vencer.
De la dicha que siento,
y de esta fiebre mía por tí,
desde que me enseñaste a sonreír.
Quiero decirte que te amo,
quiero decirte estoy aquí,
aunque me aleje de tu lado,
tras la ventana de un taxi.
Debo decirte que te amo,
porque es mi única verdad,
tu no me sueltes de la mano,
aunque podamos terminar.
Desde el blanco de la página,
desde mi fragilidad,
desde mi carta te cuento de mi sinceridad.
Quiero decirte que te amo,
quiero decirte que eres mío,
que no te cambio por ningun
o,
que por tenerte desvarío.
Quiero decirte que te amo,
quiero decirte estoy aquí,
aunque me aleje de tu lado,
tras la ventana de un taxi.
Quiero decirte que te amo,
y quiero decirte que,
que no te cambio por ninguno,
porque eres como yo porque.
Quiero decirte que te amo, te amo"	es
3	1	expected	"Si hay un riesgo de hacerse promesas bajo la lluvia
Es que el agua no selle palabras
que al sol le huyan
Aquí el perdón no basta
No es suficiente la capacidad
de dar a tus pies dos alas
Al tiempo nadie le gana en velocidad
Pregúntale al cielo, quizás el nos lo dirá
Si algo sucede sin ser nuestra voluntad
Como un rascacielos que al caer
será imagen de inutilidad
Ruinas de un amor que ya es pasado
a veces lo errores cuestan caro
Y hay días que escuchas a todas a tus intuiciones
Sensación de vacío
que avanza con condiciones, que es?
Tu eres lo que me falta
como decirlo se me olvido ya
Tu eres mi puesta en marcha
pero no se adonde me llevarás
Pregúntale al cielo, quizás el nos lo dirá
Si algo sucede sin ser nuestra voluntad
Como un rascacielos que al caer
será imagen de inutilidad
A veces los errores cuestan caro
Pregúntale al cielo, quizás el nos lo dirá
Si algo sucede sin ser nuestra voluntad
Como un rascacielos que al caer
será imagen de inutilidad
Ruinas de un amor que ya es pasado
a veces los errores cuestan caro
Tráeme la calma que no tuve
Méceme en tus brazos
como cuando caen las hojas en octubre
Pregúntale al cielo, quizás el nos lo dirá
Y si lo descubres dime como se hará
Como aquel abrazo que refugiará
caricias que fuertes se harán
Gritando que este amor aún no se muere
Pregúntale al cielo, o a quien responder sabrá
Cuando lo descubras dime como se hará
Como aquel abrazo que refugiará
caricias que fuertes se harán
Gritando que este amor aún no se muere
Aprendes de un error lo que tu quieres"	es
3	1	expected	"México DF a 03/12/01
A tod@s l@s fans de el mejor grupo
de todos, 5 (FIVE).
No tuve tiempo suficiente
para conocerlos,
desde un principio me gustó
su música aunque no sabía
que les pertenecía.
Ahora ya es tarde,
no valen las lamentaciones
pero, una cosa sí sé:
son el más bello recuerdo
que perdurará en mi mente
hasta mi muerte.
Nunca me cansaré de escuchar
sus armoniosas voces,
nunca me cansaré de mirarlos,
por lo menos en las pocas
fotos que conservo de ustedes.
Muere un gran concepto musical,
no los volveremos a ver juntos jamás
más eso no quiere decir
que no fueron algo
importante en nuestras vidas.
Por mi parte, los tendré
siempre presentes,
llevaré la sonrisa que me dieron
con sus canciones.
Espero que siempre conserven
el éxito que lograron con nosotros,
que el camino que cada uno elija
lo haga el ser más dichoso,
que los haga felices.
Five: gracias por todo,
gracias por ser ustedes
y por ser parte de nosotros.
Los amaré hasta que me muera
y más aún.
Y que quede claro que los
""5"" tendrán en mi corazón un
""KINGSIZE"" y que de otros recuerdos
""INVINCIBLE""s serán.
Alex Díaz."	es
1	1	expected	"Outta my way, I'm runnin' high,
Take a chance with me n' I'll give it a try
Ain't no woman in the world I know,
'Cause I ain't lookin' for an overflow
Oh baby, I ain't got much,
Resistance to your touch
Take off the high heels, let down your hair,
Ooh, paradise ain't far from there
I wanna walk all over you (Walk all over you!)
I wanna walk all over you (Walk all over you!)
Do anything you want me to, baby (Walk all over you!)
I wanna walk all over you..
ow!
Reflection's on the bedroom wall,
And there you thought you'd see it all
We're risin', fallin' like the sea,
You're lookin' so good under me
I'm gonna walk all over you (Walk all over you!)
I'm gonna walk all over you (Walk all over you!)
Do anything you want me to, to you (Walk all over you!)
I'm gonna walk all over..
you! Oh walk!
Whoa! Moanin', groanin' stereo,
So gimmie the stage, I'm gonna steal the show
Leave on the lace and turn out the light,
Tonight is gonna be the night
I'm gonna walk all over you (Walk all over you!)
I'm gonna walk all over you (Walk all over you!)
Do anything you want me to (Walk all over you!)
I'm gonna walk all over..
you! Ooh!
I'm gonna walk all over you"	en
3	1	expected	"ven deja el dolor
siente el calor
deja tras el tiempo
ven, ven hacia mi
ya no tendras que sufrir
nada mas ya de pobreza ni millones
ya no quiero oir ni a los ricos ni a los pobres
ya no quiero mas de maricas ni hombrones
ya no quiero mas tampoco santos ni cabrones
Ya no quiero amigos que tengan interes
ya no quiero minas que les guste el BMW
ya no quiero un antes, ya no quiero un después
ya no queda nada nada nada mas que hacer
a quien le importa cuanto debi sufrir
a quien le importa un carajo si fui triste o fui feliz
a quien le importa el otro a quien le importas tu
si en este puto mundo todos cargan con su cruz
A quien le importa un bledo si quieres compartir
nadie aqui comparte, solo te quieres partir
ya no creo en nadie, ya no creo en ti
ya no creo en nada,
ni siquiera creo en mi
ven, sientate al fin, estoy aqui
lejos del silencio
ven, ven hacia mi, no tendras que sufrir
no se me acerquen no entren aqui
es muy tarde para engaños yo debo partir
no te me acerques mas, no quiero verte aqui,
me ire volando al mundo ya no exista el fin
dejame llorar, dejame sentir,dejame salir,
que ya no quiero estar tan solo, quiero existir
tan solo debo arrancar a otro lugar
donde no ha tanta mierda
ya no quiero mas
ven siente al fin,
ya estoy aqui lejos del silencio ven,
ven hacia mi,
ya no tendras qu sufrir,
ven deja el dolor,
siente el calor
aqui no hay mas tiempo
ven, sube hasta mi,
puedes volver a sentir
ya no me mires
ya no me hables
ya no me importa
ya no existe un porqué"	es
3	1	expected	"Silent night, holy night
All is calm, all is bright
Round yon Virgin Mother and Child
Holy Infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace
Noche de paz, noche de amor
Todo duerme al rededor
Sólo velan en la oscuridad
Los pastores que en el campo están
Y la estrella de Belén
Y la estrella de Belén
Christ, the Saviour
Christ, the Saviour
Noche de paz, noche de amor
Todo duerme en derredor
Entre los astros que esparcen su luz
Bella anuciando al niño Jesús
Brilla la estrella de paz
Brilla la estrella de paz"	es
2	1	expected	"Brother, você nem reparou
O tempo se foi
E você ficou
Brother, você nem percebeu
O mundo mudou
Você não viu
Brother, são tantas visões
Tantas questões
Preste atenção
Brother, nossos corações
E nossas canções que você nem quis ouvir
Brotheer!
Brotheer!
Brother, a televisão
Não vai te mostrar a revolução
Brother, esquece os jornais
As tradicionais formas de ilusão
Deixa eu te trazer comigo
Vem ser meu amigo
Eu quero te mostrar
Esquece essa vontade louca
De apontar o dedo pra poder julgar
Olha quanta gente linda
Quanto sentimento temos pra viver
Larga dessa armadura
Tira a ferradura e venha receber
Brotheer! Brother!
Brotheer! Brother!
Deixe que ela ame quem quiser amar
Deixe que ele beije quem quiser beijar
Se você não gosta basta respeitar
Deus fez todo mundo pra poder se amar
Brotheer! Brother!
Brotheer! Brother!"	pt
2	1	expected	"Uma nuvem cobre o céu
Uma sombra envolve o seu olhar
Você olha ao seu redor
E acha melhor parar de olhar
São olhos iguais aos seus
Iguais ao céu
Ao seu redor
São olhos iguais aos seus
Uma nuvem cobre o céu
Uma sombra envolve o seu olhar
Você olha ao seu redor
E acha melhor parar de olhar
São olhos iguais aos seus
Iguais ao céu
Ao seu redor
São olhos iguais aos seus
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
Porque razão essa igualdade se desfaz?
Qual é a razão desse disfarce no olhar?
Uma nuvem cobre o céu
Uma sombra envolve o seu olhar
Você olha ao seu redor
E acha melhor parar de olhar
São olhos iguais aos seus
Iguais ao céu
Ao seu redor
São olhos iguais aos seus
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
Porque razão essa igualdade se desfaz?
Qual é a razão desse disfarce no olhar?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que faz as pessoas parecerem tão iguais?
O que fazem as pessoas para serem tão iguais?
O que fazem as pessoas para serem tão iguais?
O que fazem as pessoas para serem tão iguais?"	pt
1	1	expected	"Here's my emission
To see you wild
You are a fragrance honey
Remember, make a sound
Give it up
Don't go around
She comes from the sky
Come in emission control
Emission control
Come in emission control
Emission control
It's good for the soul, yeah
Come in emission
It loves it when it comes alive
She takes my mind
Like a lion with a strike
With a strike
You got to reach it alright
Reach it
She comes from the sky
Come in emission control
Emission control
Come in emission control
Emission control
It's good for the soul, yeah
Come in emission
Give it up
Give it up
Give it up
Give it up
Give it up
Give it up"	en
3	1	expected	"He visto amores venir,
y fantasÃ­as revivir.
He visto noches de locura,
y he visto noches que perduran.
He dado amor por diversiÃ³n
y he dado amor del corazÃ³n.
He visto labios encendidos,
y el desbordar de los sentidos.
Pero nunca he visto alguien como tÃº
Pero nunca he visto alguien como tÃº,
que me sube hasta el cielo
cuando me dice yo te quiero,
que me besa y yo siento
que quiero cantarle al mundo entero:
lalala, lalala, lalala,lalala,lalala.........
He dado todo lo que soy,
y me han amado y me han herido.
He visto piel de luna llena,
y he visto piel que te envenena.
He visto un Ã¡ngel muy de cerca,
y el paraÃ­so ante mi puerta,
pero nunca he visto alguien como tÃº,
pero nunca he visto alguien como tÃº
que me sube hasta el cielo
cuando me dice yo te quiero,
que me besa y yo siento
que quiero cantarle al mundo entero:
lalala, lalala, lalala,lalala,lalala.........
pero nunca he visto alguien como tÃº,
pero nunca he visto alguien como tÃº
que me sube hasta el cielo
cuando me dice yo te quiero,
que me besa y yo siento
que quiero cantarle al mundo entero:
lalala, lalala, lalala,lalala,lalala...."	es
1	1	expected	"Voices come from down the hall
In my room all painted white
I have my bat and rubber ball
I like to sleep with them at night
But now I'm all smiles
The good little shots must be winning
Yes, they crank my dial
My motor is stalled but my wheels are still spinning
Daddy won't discuss me
What a state I must be
Mommy couldn't stand living with a wind-up toy
All my friends live on the floor
Tiny legs and tiny eyes
They're free to crawl under the door
And, and someday soon so will I
But now I'm all smiles
These good little shots must be working
I'm so happy now
Look, my fingers don't shake and my head isn't jerking
Daddy won't discuss me
What a pain I must be
Mommy couldn't stand having such a wound-up boy
Doctors want to check me
Poke me and dissect me
What do they expect?
Feelings from a wound-up toy?
I don't think so
I'm just a wound-up toy
I'm just a wind-up toy
I'm lost in a nightmare
Shiny white halls
Drawing rats on the wall
Solitary confinement
Chained in a cell
Got my own private hell
Preacher crucifies me
Warden wants to fry me
I was never young
Never just a little boy
Daddy won't discuss me
What a pain I must be
Mama couldn't stand having such a wound-up boy
I'm just a wind-up toy
I'm a wind-up toy
I'm just a wind-up toy I'm just a wind-up toy
""Steven...""
""They come here everynight.
I see them
Don't you see them?
Hmm, that's odd, isn't it?
I'm so tired, I'm winding down.
You'll have to go now, it's bedtime!""."	en
3	1	expected	"A mi no me importa que tu tengas plata
Aqui lo que importa es que tu te sepas mover
No te asustes si la ropa se levanta
Cuando el bajo se te meta por los pies
No te entiendo pero bailamelo lento
Que los cuerpos si se saben entender
Todo el mundo con un mismo movimiento
Dale, una y otra vez
Ta ta ta ta ra ta ta ta ta
Da da damelo otra vez
Ta ta ta ta ra ta ta ta ta
Nos vamos pa una esquina
Las nalgas rebotando como gelatina
La música curando como medicina
Tu sigue bajando que despues yo voy pa encima
Encima cima, cima, cima
Si te pegas por atras
Yo no voy a decir nah
todo el mundo es igual
traca traca tra tra tra
Dale pa' bajo no mas
No importa lo que digan los demas
A todos nos gusta cuando nos seducen
To' el mundo se suelta mas cuando no hay luces
Apagamela aja aja
apagamela aja aja
apagamela aja aja
Traca traca tra tra tra
Ta ta ta ta ra ta ta ta ta
Da da damelo otra vez
Ta ta ta ta ra ta ta ta ta
Dejemos la pena pa despues
Ta ta ta ta ra ta ta ta ta
Da da damelo otravez
Ta ta ta ta ra ta ta ta ta
No vamos pa una esquina
Las nalgas rebotando como gelatina
La música curando como medicina
Tu sigue bajando que despues yo voy pa encima
Encima, encima, encima
Apagamela aja aja
Apgamela aja aja
Apagamela aja aja
Ta ta ta ta ra ta ta ta ta
Da da damelo otra vez
Ta ta ta ta ra ta ta ta ta
Dejemos la pena pa despues
Ta ta ta ta ra ta ta ta ta
Da da damelo otra vez
Ta ta ta ta ra ta ta ta ta
Dejemos la pena pa despues"	es
1	1	expected	"I? ve been humming a high note
Maybe something that I wrote
Out sailing in my boat
I? m not really sure
I? m still singing the same tune
I? ve been kicking around since June
All morning and afternoon
Now it? s all a blur
I? ve been listening to sea shells
To hear the stories that they tell
Of high times and tide swells
That have yet to occur
Backsliding down the drain
Partially taking all the blame
Chasing coins to fill the purse
Is it really better or for worse
Is it a blessing or a curse
To pass the buck
Is it a bounty or a bust
Is it precious metal or just rust
Well it seems it? s up to us
So wish us luck
I kept making a U-turn
Ended up with a sunburn
But the lesson that I learned
Was worth the skin that peeled
I climbed so many mountains
It? s not even worth counting
All the drinks in the fountain
Before it was revealed
From the copper to the kettle
The stamen to the petal
We watch the value of sand dollars crumble"	en
3	1	expected	"Si el mundo se va por el dulce amargo amor que das...
redefinare esta union herida.
Si palabras se dan y solo mentiras quedaran...
tratare de elevarme a hacer mejor.
Oh...
Hay 100 000 maneras, aunque tu no creas, que yo llegue a ti.
Dentro de tu piel quiero entrar, mi vida.
Nunca hacerte mal.
Y cuando duermes, yo te oigo respirar.
En tu sueños siempre voy a estar.
Voy a ser tu nave espacial y por tu cielo navegar.
Abre tu corazon y dejate llevar...a otro mundo vamos a llegar.
Si yo...
Siento que vas a llorar, me haces recordar que solo soy un hombre.
Si la tierra se cae por el orgullo que el amor me trae.
Yo dejare todo mi orgullo por el amor.
Oh...
Hay cien mil maneras de abrir las puertas de tu corazon.
Quiero hacer tu cuerpo despegar y juntos vamos a volar.
Y cuando duermes, yo te oigo respirar.
Y en tu sueños siempre voy a estar.
Voy a ser tu nave espacial y por tu cielo navegar.
Abre tu corazon y dejate llevar...a otro mundo vamos a llegar.
Dentro de tu piel quiero entrar, mi vida.
Nunca hacerte mal.
Y cuando duermes, yo te oigo respirar.
En tu sueños siempre voy a estar.
Voy a ser tu nave espacial y por tu cielo navegar.
Abre tu corazon y dejate llevar...a otro mundo vamos a llegar"	es
2	1	expected	"Minha cabeça parece explodir
Nunca senti nada assim
Como se tudo pudesse acontecer
Num instante qualquer
A vida nas ruas
Não é mais a mesma
Eu não posso mais correr sem direção
Você não precisa entender
Só precisa me levar
O tempo muda sem aviso
E com ele as coisas que eu preciso
E as surpresas em cada esquina
De repente,eu não sou mesmo a fim
Como são lindos todos os anjos
E o que serão essas luzes piscando?
No meio de toda essa fumaça
Quem será que está me chamando?
Você não precisa entender
Só precisa me levar
O tempo muda sem aviso
E com ele as coisas que eu preciso"	pt
1	1	expected	"I was at this club minding my tea
I saw this fine young thing so I thought that I would see
I don't smoke but I asked her for a cigarette
I know it's lame but I haven't got a better one yet
You guess the rest I'm not the type to fess
I sing this song because I tell you she's the best
That slinky girl is in my brain
Now I'll never be the same
No one can ever see
What that slinky girl means to me
So I'll just pretend
But I feel like
Mackadocious she's sweet and precocious
She's the one girl that I just dig, love, yes I'm not above this
You think that's wack then bro you lack
You bore me that macho crap makes me snore, see, me,
I'm all about the females, the women, the jewels of this world
Those flowers like that slinky girl
That slinky girl is in my brain
Now I'll never be the same
No one can ever see
What that slinky girl means to me
So I'll just pretend
But I feel like
Well I met her one night I'd seen her before
She stole my brain then showed me the door
Girls that do me like that there's not many
But I've met one, that's plenty
I'm glad to say that she gets her way
She can move me and that's okay
Has the power to turn paper inky
The girl has me and she's so
That slinky girl is in my brain
Now I'll never be the same
No one can ever see
What that slinky girl means to me
That slinky girl is in my brain
Now I'll never be the same
No one can ever see
What that slinky girl means to me."	en
3	1	expected	"No hay nada bueno que aquí tenerte
Me abraza cuando yo siento frio
Tú sabe que yo quiero comerte
Y le doy gracias a dios
De que lo hago porque tu eres mío
Tú en la intimidad, yo en la intimidad
Somos como fieras salvaje
Tu tu en la intimidad, en la intimidad
Yo yo, quiero mas, yo yo quiero mas
Tú boca me pertenece, desde que amanece
Y tu corazón sólo el mío obedece
Y me parece, que me extrañas
Aveces soy vital para ti
Cómo agua pa los peces
Porque yo soy ese mal, en el que navegas
El avismo al que te lanzas a ciegas
Yo soy el niño, con el que juegas
Dónde no puedes ir, conmigo tu llegas
Eres mi dulce princesa, hija de la promesa
La que me besa de pies a cabeza
Labios de miel, con sabor a fresa
La única sobre la tierra que me intereza
Y no puedo fingir, a usted la amo demasiado
Y tambien quiero más, cuándo lo hacemos
No hay nada bueno que aquí tenerte
Me abraza cuando yo siento frio
Tú sabe que yo quiero comerte
Y le doy gracias a dios
De que lo hago porque tu eres mío
Tú en la intimidad, yo en la intimidad
Somos como fieras salvaje
Tu tu en la intimidad, en la intimidad
Yo yo, quiero mas, yo yo quiero mas
Y cuando tu a mí me toca
Sé me hace agua la boca
Yo me pongo cómo loca, y no sé cómo reaccionar
Cuándo estamos en la cama
Sabe que yo no le miento
El es mi negro mío, por eso es que lo conservo, he
Yo te voy hacer feliz
Tú pa mi, yo pa ti
Vivimos una película, romantica
Qué me lleve al éxtasis
Él conoce mí química
Y la poética, para enloquecerme así
Ya tú sabe papi, tú eres lo que quiero
No hay nada bueno que aquí tenerte
Me abraza cuando yo siento frio
Tú sabe que yo quiero comerte
Y le doy gracias a dios
De que lo hago porque tu eres mío
Tú en la intimidad, yo en la intimidad
Somos como fieras salvaje
Tu tu en la intimidad, en la intimidad
Yo yo, quiero mas, yo yo quiero mas
Lapiz conciente
Ya tu sabes
Belinda
Latidos
El album
Maxter bil"	es
