textid	text	label
1347	You got to You got to Come original you got to come original All entertainers come original Your got to come original you got to come original All entertainers Hear why To come original it ain't nothin' strange You got to represent you got come full range Full range of emotion full range of styles When you come to town you'll have them comin' for miles Come original you got to come original All entertainers come original You got to come original you got to come original All entertainers Hear why Black Eyed Peas they comin' full range and NOFX they comin' full range and Roni Size he comin' full range The one Mr Vegas you know it ain't easy A warning to the crews out there who think they're hot If you're not original rockers you will get shot Down by the kids neglectin' you art, the stuff you did Eventually it get so bad puts you to bed Cuz when the lightning flashes sweet electricity All the world then stands revealed with the clarity Of raw woltage, briefly we see and the hope is You'll be able to tell just what dope is Come original you got to come original All entertainers come original You got to come original you got to come original All entertainers Hear why Funk slap bass mixed with	Rock
1348	Well everybodys got an opinion thats loud and unbending I spend my time healing and mending, together Its a question of whether live positive well i give P-Nut joins our back, must be arthritic Tim is from the '70's and so we live it SA has the wisdom of a nobel laureate I'm down for our days of glory It's easy to do when you're up with Sexton A rhythmatic genius, turnin' up the next one Would you know, you're a bro, I flow in that circumstance You'll get your chance Becuase payback is a motherfuckin' mission To the sharp-ass rocks slippin' on us but we rock It comes to writing on us derision Sendin you a voice now we're sending you a vision And those who fought me they say they taught me everything I know I go aww, when I hear that, that chit and that caht, bullshit! So sick of me knowing everything, saying! In your face That's right And it feels so good In your face Yeah It feels so good Take it to 'em bro, throw down, now say Settin' forth a course I'm really wiggin' out In my dome I roam, no time to doubt Fucked up you right there while I was rhymin' Now you're sulking in the corner, a baby crying Hittin' up now we feelin' to rock Mars Fuckin' up the shit, now their heads bob We ain't new to jack swing, the groove and that We got crazy factiffs and we all that I don't	Rock
1349	Long time did I run down like that I would have three years ago-today but not now It's not like that It's all right to feel good It's all for nothing to be wrong The deepest dream that we have Could be tomorrow's song Just what did he say stop 1 and 2 and 3 Run up	Rock
1350	Stranger flowers yet There will never come a day that will ever regret The hours days years and the minutes The joy the pain the sunshine and rain in it The drives on the coast to nowhere Nothing to say just sit and stare There's nothing like the comfort of a silence that's comfortable Not talking small just skip the bull Then I find myself in servility Didn't think that was my ability I go a yard and a mile to make you smile But then I'm happy see I got so many ways to make your gaze elliptical Got a ways to go future's so Criptical and I'm glad Just another many things we've had It's 8:16 A.M will you wake up to me The first thing that you see My eyes open I'm just hopin' you feel the same as me The day starts carefully On the sidewalk with the dog You're right last night I was a hog Come on I'm sorry It's 73 degrees January easily glides Stranger flowers	Rock
1351	All Mixed Up Music: Hexum; Lyrics: Hexum/Martinez You've got to trust your instinct And let go of regret You've got to bet on yourself now star 'Cause that's your best bet Watch me now with a wicked and wild and I said We come with the funky style That gets us known for the show And we'll mix the hip hop reggae if we say it is so And fuck the naysayers cause they don't mean a thing 'Cause this is what style we bring Now it's morning but last night's on my mind There's something I need to get off my chest And no matter what may come to shine The dream will always be mine All mixed up you don't know what to do Next thing you turn around and find the person is you Thought a freak might be the thing But the first could be the last so just get off your ass All mixed up you don't know what to do Next thing you turn around and find the person is you Thought a freak might be the thing But you know this will pass so just get off your ass You've got to trust your instinct and let go of regret You've got to bet on yourself now star 'Cause that's your best bet Watch me	Rock
1352	Brainstorm, take me away from the norm I got to tell you something This phenomenon, I had to put it in a song And it goes like Chorus: Whoa, amber is the color of your energy Whoa, shades of gold displayed naturally You ought to know what brings me here You glide through my head blind to fear And I know why (Chorus 2x)	Rock
1353	Searching for something A million miles and a ways to go Ending up wondering Moments I think I know The answer seems to allude me Searching for something A million miles and a ways to go Sifting through nothing Liquid you cannot hold Destination nowhere ooh Destination nowhere ooh-ooh Bro I had a dream man it was buried in lore That I was sailing on the seas and I was out to explore And it was lucid in a way homey I didn’t need oars uh-uh I had a feeling that I’d been there before yo I hit shore it was shrouded in mist And in the distance coming in view a primordial forest A people then approached waving their hands They were speaking in a tongue I could not understand They led me though at last to a beautiful fire And it deepened in a way that I forgot I admired What emerged was more than the wholeness within I’d seen the men who had been me the beasts I had been Searching for something A million	Rock
1354	Nod your head to this as a lot of apprentice Some of this were standing on the shoulder of giants Some tryants some benevolent To the followers it's relevant The rest get bent on lending opinions I'm sending to a brand new level I revel in completion delition of suckers Getting served like Smuckers Jam Fool know rules but the rest keep bouncing back With the lack of further adieu see As one can deduce we Slam the shit out hard and long Cuz we got more song Something you might like now All-star bound Yeah your so sound Cool as the blue water all around From a force field flashing Aliens are sending Black evolutions of love you are hearing The dark supernatural is the world we call Our own home lightning in the mind comes out in song But we're wild they say never trust us we're shady In lieu of the crew your into we are baby Cuz music will be coming out the words we speak We erect breakbeats shatter wax still on the platter Our shit is badder we come fly then we scatter Cuz we deep and we solid	Rock
1355	Today seems like a good day to burn a bridge or two The one with old wood creaking that would burn away right on cue I try to be not like that but some people really suck Some people need to get the axing chalk it up to bad luck I know a drugstore cowgirl so afraid of getting bored She's always running from something so many things ignored I might do that stuff if it didn't make me feel like shit I'm on some old reality tip so many trips in it Beautiful disaster Flyin' down the street again I tried to keep up You wore me out and left me ate up Now I wish you all the	Rock
1356	"Three, four.. Chk UHH. chk UHH.. I'm the W-I, double-L-I-Am Linkin up with the Primo, do it (do it) He's the T-to-the-A-to-the-B-oh-oh Linkin up with the Primo, do it (do it) He's the A-P-L-to-the-D-E-Ap Linkin up with the Primo, do it.. And we the B-to-the-E-to-the-P Hookin up with Primo (?) do it (do it) [Verse One] We comin through to take control of each zip code Bridgin the gap from rap to calypso We gonna strike each city from 'Frisco Tokyo to back to San Luis Obispo (??) data, descendants of Amadeus Transmitted through your CD's, tapes and record players We the crusaders, attack like alligators Yo, we're known to elevate like escalators Yo, we comin through to control your area Black Eyed Peas control your area Bringin the vibe that create hysteria Wack MC's vacate your area We three deep, comin out of yo' speaker I'm bustin your woofer and tearin through your tweeter Every rapper's talkin bout killin somebody but they ain't hip-hop to me (check it out) [Chorus] This is the hip hip hip, the hop hop hop We keep it keep it movin, non non stop {*scratch ""Black Eyed Peas""*} Yo, we keep it movin {*scratch*} Yo, we keep it movin the hip hip hip, the hop hop hop We keep it keep it movin, non non stop {*scratch ""Black Eyed Peas""*} Yo, we keep it movin {*scratch*} We got to keep it movin [Verse Two] It's the Black Eyed Peas (?) climbin up the Empire State tower livin is the mission desired I see a lot of liars so to dem I cross and fire and they lyrics soundin tired, repetitious and expired Cool dem down troop before they time get picked I can't take dem serious talkin about bullshit Got money and cars but, can't bullshit and your lyrics"	Rock
1357	It is a gift I know A moment of bliss that we hold A firecracker flash of light then on To the next plane soul remain Come along if you dare It's gonna be that you're scared Lovely life I thank you For the reason to see the pain through Light a candle for the dead The wick is burning returning what we have It's who we are We'll reach you if you're beyond the furthest star Don't give up the fight to stay alive and even	Rock
1358	When I go back to places where we were I see the path of affectation it's easy to get back to a blur of countless inspired revelations, yeah We're futuristic and we're on the way so now go into a quiet meditative state invoke the 13th ray the vibration it'll give you a transformation and will serve as initiation First you gotta break with drastic measures then confusion gives way to flash of light that moment is the thing I'll always treasure mediocrity should never get it right but they might In the genesis of the solar mind amid the fractals and the combinations of the signs it's not hard to find patterns that flow bright and the bluest light now enhanced with your crystal sight Never forget it will be wicked get your ticket bomb the town with a sound shakes the ground everybody Never forget it will be wicked get your ticket bomb the town with a sound shakes the ground everybody get down A mighty stupid set of currents to swim through around me now a bigger task to	Rock
1359	Transmission, beaming out from the sun Collision, no use in running from My senses picking up the pulse The silence said a mouthful Intuition, didn? t know what I was waiting for Can? t go very far, gonna notice where you are Got a love for you so large, fixed to you like a star Can? t go very far, gonna notice where you are Got a love for you so large, fixed to you like a star Every time I think I got it figured Something bigger always jumps in the frame Something gets in the way Now I? m ready to turn the page on yesterdays and forgive them Now I? m willing to disengage to seize the day	Rock
1360	There are days I wanna leave LA I wanna break out the maze Escape the dark haze these days So many kids I know your feelin' crazed Crave material thangs and makin' slave wages Baggy pockets only got laundry fluff Livin' where rich people always buyin' some stuff So you try to act tough and hide whats inside Hold your head high gettin' fucked up and throwin' dice As bad as yours and bad enough I'm sure My heart wants to love but must navigate through war Cuz seein' that we're wired to short circuit Must mean the meek who will inherit the earth already work it There's a land by the sand grab the money Plastic the life end of the century People actin' fake can't see the omens Wake up yourself cause change is comin' There's a land by the sand grab the money Hollywood is such a place fuelin' the frenzy And everybody starts to peep around corners Before they take their next step they know their borders In this $19.98 plus shipping and handling type Netherworld everytime merchandise dips in our	Rock
1361	Ooh you know we pepper you With a sonic assault side step a you I cannot think of a better way That we could celebrate freedom Than make up a set of goals and cold beat 'em See dumb verbal tags like audio spaghetti Give a shout to the one they call yeti I bet he put the cabash on any foes whatsoever Like original brodel Trevor Positive vibe merchant grandson of Lord Buckley Scotish ralston shows up if you're lucky Ad raspler the sweed a friend in deed He's keeping an eye on the other guy's gred These are 311 characters I dubbed everyone The story ain't over but my rhyme is done It was the year that I first touched ground So I grabbed the microphone and I got down Just like James Brown gather round of our sight and sound Pound for pound we throw down rather profound I'll put you in another world I can't hear you Like having phone sex with a deaf girl No doubt we got the jams that'll smack ya I penned three books of lyrics 2 for action 1 for backup 'Cuz I'm a cold rockin' brother got transistor tunes And it feels real good to get close to you The brodels is the nazz and the nazz knows where it's at The brodels is the nazz who knows a cat who can feed a cat The goal is to be a poet and a carpenter To be one who loves to be one who works The nazz not something that can be given The brodel is inside you it comes from within When I feel into the sea When the world came and kissed me Transformed my shit told the shark I was a dolphin Swam quick funny though Parranahs chilled and laughed at The way that I took off my polka dots on top of that The wales know I'm quick watch out And I get funky	Rock
1362	Hexum, Sexton, Mahoney and Wills We groove so fuckin' hard it gives you the chills Well I've been stricken The bass is kickin' When suckers step to me, boy, I give them a lickin' Chorus Cosmic Utopian Thrivin' Mission, my baby Cosmic Utopian Thrivin' Mission, my baby I feel good Yo bad self Well, I am the Hexum, call me Nick I live by the code of cosmic I've come to say, we're here to stay Utopian way we'll play today We've got the drive, we are so live Won't take a dive, we're gonna thrive We got a condition called ambition To the cosmic utopian thrivin'	Rock
1363	We bust the sound the kids all gather 'round and what's comin' from their radios they all turn down the creativeness we are scientists move 'em with soul move 'em with this and when the bass kicks we get intimate and with the music and the people yeah, they're into it takin' off, crusin' through the air the sound is aerodynamic let me take you there However I'm a cool and mellow man always got a plan copin' up problems every time I can I'd like to be known as a great communicator if you got beef don't save it for later I battle evil weekly, monthly, yearly but every step I take the devil stays near me otherwise maintain on the globe just another space trippin' vato You can't fade me Massive yang	Rock
1364	I will never understand you When will I stop trying I mean cuz it's just not how I planned to Spend, my time til dying I mean Chorus: Champagne California on the brain She's got an appetite for no refrains Just verses she curses as blood vessels burst in defiance She made an alliance to the dark side of Hollywood Where everything looks good so I treat her as any other player would Lightly, the she wants to fight me Too bad, that's just too bad I can't be around to pick up your bags And your debts, she wants to	Rock
1365	You got to You got to Come original you got to come original All entertainers come original Your got to come original you got to come original All entertainers Hear why To come original it ain't nothin' strange You got to represent you got come full range Full range of emotion full range of styles When you come to town you'll have them comin' for miles Come original you got to come original All entertainers come original You got to come original you got to come original All entertainers Hear why Black Eyed Peas they comin' full range and NOFX they comin' full range and Roni Size he comin' full range The one Mr Vegas you know it ain't easy A warning to the crews out there who think they're hot If you're not original rockers you will get shot Down by the kids neglectin' you art, the stuff you did Eventually it get so bad puts you to bed Cuz when the lightning flashes sweet electricity All the world then stands revealed with the clarity Of raw woltage, briefly we see and the hope is You'll be able to tell just what dope is Come original you got to come original All entertainers come original You got to come original you got to come original All entertainers Hear why Funk slap bass mixed with	Rock
1366	I had a tough time getting off the dime Before I met you couldn’t make up my mind I was on and off again I’d say we’d benefit if we’re some kind of friends Count me in I’ve made a decision Count me in if you’re in, I’m in I know what you’re thinking and you know I’m with you Count me in if you do, I do Many years together tells me something is right Wake up every morning, the feeling is nice We’re not living the dream, we’re living the life Holdin’ to the source, we’re holding it tight Guarding the flame before it goes out And it will go out, that is not doubt The cycle of everything is what it’s about Ready now I’m about to Count me in I’ve made a decision Count me in if you’re in, I’m in I know what you’re thinking and you know I’m	Rock
1367	I want the words something you havenâ€™t heard will I find them and will I have what it takes to say them in the world beside this one there are no lies and no suspicion only dreams without end You gotta feel what I mean Look into my eyes and know Iâ€™m trying to come clean But I stumble every time And then the words they escape fail to take shape Itâ€™s all in the code now (come again) Feel what I mean Look into my eyes and know Iâ€™m trying to come clean But I stumble every time And then the words they escape fail to take shape Itâ€™s all in the code now Will you let me retract let me take it back Sometimes my words lack and my mind flies off the track What Iâ€™m trying to convey is miles from what I say And you slip away In life there are times when nothing will rhyme there are days I slip when I know I should climb breakinâ€™ the vows I swore Iâ€™d never break a harsh word a white lie easy to mistake where have you been havenâ€™t you noticed thereâ€™s no map that exists to point us out of this my heart was the target it found your arrow baby you know I want to be your straight and narrow I been trying to transmit a feeling I been hoping you receive what Iâ€™m revealing See the main thing is hang with me and relate As we communicate watch out Fenced in like a dog between houses Balled up by the	Rock
1368	(50 cent) Crack The code smack the hoz rappaz out wishin they would lap my go when they cant do shit wishin it along side 311 and im lovin it..yo (311) I've been here awhile.... and im wait for	Rock
1369	I wanna do what's right Be kind to every single body Open up to light Just let it flow through My body But sometime's } I'm unsure } (2x) I tell my baby } I'm slippin' into darkness I'm creepin' into darkness I don't want to start this I'm attracted to darkness Be positive with love Just see the good in everybody	Rock
1370	My name is volatile I’ve been this way a long while I’d surely like to rest But the energy gets the best of me It’s been a wild ride I wouldn’t change a minute I can’t slow down inside Guess that’s why I live it Watch it now! The years of mischief Followed by weeks of thrift I land on earth’s hard face No legs could keep this pace And through the rest I sift Is there ever a time? When the state of sleeping willingly leaves my mind Highly frustrated wanna feel elated Come monday morn you fell checkmated You can be uncool and become the rule Exceptions were made to drown I’m not used to it, you’d think I’d be by now The ins the outs the ups and the downs I wanna make a mess I wanna blow off stress I wanna stoke the fire Just creatures for a while It comes and goes and comes and goes Sometimes I go a little crazy Sometimes I go a little	Rock
1371	I've got this feeling I think it's comin' on too strong Because the talk with which I'm dealin' Really gets to be but not for long 'cause Loose lips, loose lips, sink ships Our kingdom that you'll be walkin' when the suckas start to talk fear Rock ya thing Rest with me Don't tone it down cuz it be a crime Yeah be a crime I said it be a crime c'mon You know I do just what comes natural I ain't got to listen to no sour grapes Spite folk who rave and rage and shit-talkin' eavesdroppin' told you so you'll be	Rock
1372	Oh oh oh oh oh oh You don't have to go oh oh oh oh oh You don't have to go oh oh oh oh oh You don't have to go Ay ay ay ay ay ay All those tears I cry ay ay ay ay ay All those tears I cry ay ay ay ay ay Baby please don't go. When I read the letter you wrote It made me mad mad mad When I read the news that it brought me It made me sad sad sad But I still love you so, I can't let you go I love you- ooh baby I love you Oh oh oh oh oh oh Every breath I take oh oh oh oh oh Every move I	Rock
1373	I tried to move with a cool hand It didn't go as I planned I'm full of rookie maneuvers And gestures meant to be grand I tried a bag of tricks one after another, I asked if you heard of my band So misguided The sincere approach, never tried it once You said to just drop the game flat Why didn't I think of that? My daisy You make me go crazy Forever amaze me Now let's let the day go lazy My daisy You know what I'm after Your musical laughter A more beautiful disaster I can't believe what you create When you let your heart detonate You let your mind go with one blast then another And, what comes next I will await Tell me again the one about the time We first got together and you blew my mind I find my mind	Rock
1374	Yo, word up, Im talkin to you Makin dope rhymes, thats what I do Like a madman, you know Im bad, man I slam, a good goddamn Well I concur so goddamn badly I could just sit and sing the blues But instead Ill make a fist, yeah And make my own bad news yeah Take my advice Youll pay the price Make it funky like this Good god Damn Yo, what else is dissin me	Rock
1375	"Word up, I'm talking to you I'm making dope rhymes, that's what I do Like a mad man, you know it's bad man I slam a good goddamn Well I've been burned so goddamn badly I could just sit and sing the blues But instead I'll make a fist, yeah And make my own good news Take my advice, yeah You'll pay the price Make it funky like this... Good god.....Damn I drop a syllable like ""yo"" What else is dissin' me Huh, it's pissin me off Rock me baby, WHAT!? You don't mean that crap But what the hell, if it sells Damn, you're a sham No thank you ma'am, BITCH!! Oh, I've been burnt badly I could just sit and sing the blues But instead I'll make a"	Rock
1376	You could lose your mind easier than you would like to think your best friend could up and leave you playing tricks and cold deceive you standing there people stare let down by your own mind Day of appreciation for ways your mind has not yet let you down the truth is that we will all go maybe five minutes after the show you know you are a shooting star a blazing flash then gone Are we advancing or a collapsing visionary are we really here are we imaginary as my thoughts separates into the many frayed parts torn shattered bits my mind falling apart Are we advancing or a collapsing visionary are we really here are we imaginary as my thoughts separates into the many frayed parts torn shattered bits my mind falling apart What if there was such a thing what if thereâ€™s such a thing	Rock
1377	Swelled up eyes, oh my, the girl got beat And the stupid motherfucker who made you so That punk is a coward, let that be told I hear voices in the night that are electric He kicks the shit out of her because he's heartless She won't leave, she has low self-esteem He's got gravitational pull Sucks her body till her heart and her limbs grow cold Hang in there, use your head How can I love you after you're dead? Hang in there, keep trying How can I love you after dying? Here's what you got to tell him I'm thinking of a picture that's keeping me in stitch You're causing me a mental glitch 'Cause jealousy is such a bitch I hereby emancipate myself from that You can consider yourself free to flirt and chat With whoever you want, it should have always been that way The way that you want, the way that you play My mind is blank slate, I'm pretending you're erased You cannot let me down when I cannot see your	Rock
1378	Passin' the kind buds. Kickin' back in the sand in the sun. To be alive is lovin'. Where the shore meets the sea Man I'm hummin' I'm hummin I'm free as I stare at the sea. And I'm not comin' down. The world is yours once you have found. The good is to share. Which is elsewhere. The beauty of green is where light is now broken by what it touches. Remembering what you once had told me hit home. And hasn't it always been so. I'm free as I stare at the sea. And I'm not comin' down. The world is yours once you have found. The good is to share. Which is elsewhere. Like I said before I'll say it once more. Knew you would make me feel so good. Wanna do you right. Can't get enough This is the stuff lifes about and it trips me up Gonna do you right. Bright mornings. Days when I want so much, I want nothing Just this life and no more Ill come within this world theres only one for me shes waiting Ill soon come I'm	Rock
1379	Every time I get near your field of gravity You look so sad to me tell how could that be? ah- ah she said things I obsess I would never confess ah- ah I told her don’t dwell That will leave you in hell Sometimes things that you’re scorned for You should be adored for But like I told her don’t dwell I know my love that I look dilapidated But are you glad I made it Can you tell	Rock
1380	Don't Let Me Down Don't Let Me Down Again Don't Let Me Down Don't Let Me Down Again Don't Let Me Down Don't Let Me Down Swelled up eye's oh my the girl got beat And the stupid mother fucker who madeyou so That punk is a coward let that be told I hear voices in the night thatare electric He kicks the shit out of her because he's heartless She won't leaveshe has low self esteem He's got gravitational pull Sucks her body till herheart and her limbs grow cold Hang in there use your head How can I love youafter you're dead Hang in there keep trying How can I love you after dying Here's what you got to tell him I'm thinking of a picture that's keeping me institch You're causing me a mental glitch 'Cause jealousy is such a bitch Ihereby emancipate myself rom that You can consider yourself free to flirt andchat With whoever you want It should have always been that way The way that youwant the way that you play My mind is blank slate	Rock
1381	Life could slip away in absent minded numbness I'm only sayin this 'cuz I wish for the best When you always stay in self-incarceration I thinks it's such a shame Don't stay home this time no don't stay home If he don't have to he don't want to Don't stay home this time no don't say no Oh how I'd like to diffuse your time bomb anger It's screaming danger danger this kind of world Don't care if you're home so you better get some Don't stay home this time no don't stay home If he don't have to he don't want to Don't stay home this time no don't say no Everything I'm sayin' you can dismiss Because I sat alone on	Rock
1382	Before you're pointing at me, There is a possibility, You better turn that finger around Defense comes easily So don't you tread on me Cause I will knock you down Some days it seems it's not worth it The fight in me is all gone And I'm not trying to be perfect To just get one damn thing done. Before I lose control I pick myself up off the floor. Before you're pointing at me, There is a possibility, You better turn that finger around Defense comes easily So don't you tread on me Cause I will knock you down Never come a day that’ll solve you Consequently I could never leave you In the shadow of those living battleships, I love our canoe I’m ready for the falls and the still	Rock
1383	Chill light on my sight as my ego becomes a funky child with some words on my tongue be like intake of breath and my mouth gets loose while I scatter my spit I dream of juice Have you ever made out in dark hallways displayed a kiss that made your day or say played a track from your record collection it's your mix congratulations We've change a lot and then some- some You know that we have always been down- down and if I ever didn't thank you- you then just let me do it now I bet you light up when we start up the show follow me now very closely 'cuz I told you so you know we love, we love, we love to play we be freaky and we wanna stay We've changed a lot and then some- some You know that we've always	Rock
1384	Let me take you down south Hear it from the dover's mouth The rhythm will make you want to move your body I had it once and never ever forgot it Feel the rhythm of rhapsody Your body moves in raw ecstasy Explosive eruption beyond compare Take my advice don't think twice Let me take you way down south Step back cuz the funk is here and The base is kickin' straight to your ear man Because it's like that so don't talk back And if you do then you're gonna get the back slap Down south that's an enigma But to you it's a stupid dumb stigma That's right it's outta sight Let me tell you 'bout my baby She loves me don't mean maybe She knows what I think and I don't have to say it I love her so I don't have to play it We sit and drink in the sun I raise	Rock
1385	In the basement waiting for a statement But station? s frequency is vacant Why don? t we go outside In the break room waiting for a big boom Smoke haze rising in a big plume Everyone? s dissatisfied The pools have dried the trial? s been tried But the leak? s still spilling they don? t know what to do The flow won? t stop pressure still won? t drop Tanks are overfilling Forward we crawl backwards we fall through the ebb and the flow Living within a dream wading through the stream beyond the ebb and flow Up late to earn the proceeds All stressed out, working until your eyes bleed Overtime to buy things we don? t need Always on the go and	Rock
1386	This song started as a rant against haters But that'd be giving in to the instigators If there is one thing I'd like to pull off When someone steps with hate all I do is just scoff You can't burn me (2x) The same force that flows through every circuit The juice that's spent everytime you work it Every life form is based on this simplicity The soul that you have is electricity You can't avoid that Evolution is fact We're all from the same Lucy Despite differences you see I'm in disbelief at what people will believe All along I thought we	Rock
1387	You got a wishing well within That’s ready to begin See how we roll See how we roll I’m trying to compromise Because with me there are no lies See how we run It’s already begun Now that I’m back to a pushing pen That weighs two hundred tons I’d like to drop it on you And watch it all fall through Nobody knows just what You’re battling inside You can hide Nobody knows just why Most everyone will lie If they need to The ones who aggravate	Rock
1388	My computer is future shockin’ download this and you’ll start talkin’ upgraded, you’re now walkin' compatible with all that is rockin’ comin’ on fast, it’s getting’ digital it’s so huge, like a spiritual rippling out to every individual this is life, it is a miracle Evolution has exponential timing it’ll be half as long till the next breakthrough that blows our mind its up to the people to brave on with experimentation move forth the species by using our imagination But can we handle it could we dismantle it or should we fear the void and just be para-paranoid? if it’s understood it could be used for good, and would if you will believe in all we can conceive On the periodic table they got it all wrong let me lay it down for you in this song people want PT, they want AU but lemme tell you what you really ought to do figure out ways to master silicon fiber-optic connectors, whatever’s beyond so many people don’t even attempt to understand the limitless possibilities of man Evolution has exponential timing it’ll be half as long till the next breakthrough that blows our mind its up to the people to brave on with experimentation move forth the species by using our imagination But can we handle it could we dismantle	Rock
1389	Whole world! From the high country to the bottom of the sea I caught a place that I needed to be It comes and it goes, the momentary glory Then, quick as they came they? re down the drain Another one coming from a shallow place will not remain Remember when what was possible would never end Now we abide by limits I cannot defend It fits good and yet the best we reject You get what you get I guess don? t get upset Where is that garden of eden Under stars and the trees and And so far, so far from the heathens Planets follow patterns, we fall into seasons Flowing like a river we broaden and deepen Hold on, before we are gone Got lots to do but time with you Keeps on sliding And I keep on blowing a fuse, there you go Unseen, your face in the screen I feel your attention dividing But this is worth	Rock
1390	Na na na na na na Aw yea I've seen the devil and the devil is coke Not down like that cuz it ain't a fuckin joke Trip ther shrooms fantastic Shit gets drasctic I didn't believe a word Can you hear this can you hear in the Make the music soothin' your system Come on now, come on now Hear the beat so sweet I shouldn't tell you how Im a freak yall Im a freak yall Much love to my man Stan Thomas Yea you say like what up to our man Eddy Offord Eddy Offord You know I'm ready, yes to rock steady My name's not Betty or Teddy, but Nick And I'm what you might call a heretic Yes, and I am from Nebraska My girl is satisfied, you can ask her You know I've never visited Alaska Huh, where the oil was spilt That drunken captain should be killed For polluting the sea, an atrocity He still walks free, well This one goes to all the birds that drown Fuck the bullshit it's time to throw down Fuck the bullshit it's time to throw down Fuck the bullshit it's time to throw down Fuck the bullshit it's time to throw down Just fuck the bullshit ?????? It's time to throw down and so I said it words of Wisdom that will keep you guessing cause I'm tired of laying and I'm tired of messing around With all those suckers Yes, those stupid mother fuckers Who put down what we do We stand alone with the group that's new If I was a dwarf, I'd surely be Dopey	Rock
1391	Well everybodys got an opinion thats loud and unbending I spend my time healing and mending, together Its a question of whether live positive well i give P-Nut joins our back, must be arthritic Tim is from the '70's and so we live it SA has the wisdom of a nobel laureate I'm down for our days of glory It's easy to do when you're up with Sexton A rhythmatic genius, turnin' up the next one Would you know, you're a bro, I flow in that circumstance You'll get your chance Becuase payback is a motherfuckin' mission To the sharp-ass rocks slippin' on us but we rock It comes to writing on us derision Sendin you a voice now we're sending you a vision And those who fought me they say they taught me everything I know I go aww, when I hear that, that chit and that caht, bullshit! So sick of me knowing everything, saying! In your face That's right And it feels so good In your face Yeah It feels so good Take it to 'em bro, throw down, now say Settin' forth a course I'm really wiggin' out In my dome I roam, no time to doubt Fucked up you right there while I was rhymin' Now you're sulking in the corner, a baby crying Hittin' up now we feelin' to rock Mars Fuckin' up the shit, now their heads bob We ain't new to jack swing, the groove and that We got crazy factiffs and we all that I don't	Rock
1392	Music: Sexton; Lyrics: Hexum/Martinez Talkin shit like shut up and listen to me Because cutting through the crap is my speciality Like a bomb I'm dropping yes a ton of lead You're trying to figure out the last thing I said I'm a redwood I love to be a tree yes I'm a druid My words are flowing out like a fluid Never give in never conform I'll be bustin' out rhymes in a triplet form Dead leaves on the trees in spring Can't hear the birds sing A light powdered snow on the ground is glistening Vipers slither atop a colder ground they quiver A crack in the sky snow is falling and inside we shiver While I doze I suppose I could get lost With a brownskin friend claiming kin to crazy horse I stink of vino my greasy clothes are rancid but I tip the bottle back the spirits are in me kid Fire water call it liquid rapture Into the flash and flames of my crazy nature Fire water the world's a mixture Of broken liquored people get the picture Fire water call it liquid rapture Into the flash and flames of my crazy nature Fire water the world's a mixture Of broken liquored people get the picture Whiskey be spittle at the corners of my mouth I'm rather liquored light flickers I got the shakes and jitters I roll I'm like raging bull bumrushin' the show Hand to my head sway in the fire I've waded into All alone except for the whiskey voices Whores laught neon	Rock
1393	Blow you right out of the room Ringing ears like sonic boom Miles wide you hear me calling, calling Across the ocean cross the sea Navigating disparity Miles wide you hear me calling calling Now it? s time that we mention A further extension Reality is our intention It? s like meditation Beyond medication And striving for the transformation Quantum leaping through science To cosmic compliance By ending our fossil reliance Now the miscalculations Are causing mutations Here? s your correction, boom! It? s something beyond comprehension We come from another dimension It is our one true intention	Rock
1394	Oh a whole new way of looking at things The way you react to phone rings The way it feels when you just let it flow Sometimes I wonder just how it could be You take every bit before we see it off the rails I think that you should know You never cease to amaze me You keep me from going crazy And that's one thing I know for sure Sometimes I see just how it all will be Take every bit it's so easy the first straw And this I know for sure (Chorus) The first straw So small it seemed impossible The next straw Vanished like shooting stars that fall	Rock
1395	No matter what I try there's no room in my mind No way to go round that, that's just the way it is must I remind I don't pick up the phone but you still try to call There's nothing left to say You've already gotta know we've said it all The story never ends, in search of something But once we arrive it all starts again Reaching for higher ground, the river's rising It keeps on flowing forever no matter what we have found Sometimes it seems insane To just keep pressing on As if it will put out the flame But still the thirst remains Drink another drink And somehow I still feel the same Step off, head out, take flight, and just run Got five of everything but I just need one My brain telling me what I want, I need Got five of everything but I still proceed Help me fill up this hole It's gaping and out of control It feels like I'm losing touch and it's taking its toll When this wall isn't moving State of things not improving And no satisfaction in the distraction of the day	Rock
1396	Along the way to close my eyes I lost where I was going the more it will spin the more that I try to stop my mind flowing away, away to all that I despise along the way to close my eyes You can't be let down if you don't expect the world expect to lay awake and by your sleeping girl if somebody cares then there is no way you can tell cursed consciousness is your private hell Along the way to close my eyes I lost where I was going the more it will spin	Rock
1397	Let the games begin if you wanna fuck with me You can't disturb the course of P & C & T & D & me I'm on a mission To set straight The vice, the curse, the date, the gate relate to this I insist B it's weak to dis see I'm runna up so suckers stick to your 40 How could I give a damn, give a damn if you approve what it's about I just freak out Just guess ya'll c'mon come back slipped outta whack as the master Laid out the music Death I just say fuck you, the void unknown we're thrown through while lost in life's psychedelic trip we take There's another more bizarre we have to make world we have nowhere beyond Take out the earth the bass is gone At life's end we'll feel the calm How strange we should be here at all Chorus: If you don't have someone to do it with it's not worth doin' To all my	Rock
