textid	Language	text	target
9158	es	"Entre el mar y una estrella;
Aunque te hayas ido sigues conmigo
Siento el respiro de tu amor
Con un triste suspiro
Llega la noche
Y me platica de los dos
Eterno fué lo que hubo entre tu y yo
Que nunca un adiós se contempló
Entre el mar y una estrella
Seguirás estando al filo de mis venas
Te pondré algunas velas
Para preguntarle a Dios cuando regresas
Ya no me sabe el día
Menos la dicha
Se me entristece el corazón
Lo que te extraño vida
Y lo que sufro
Es tan inmenso como el sol
Te sigo amando en contra del rencor
Aunque se muera mi alma de dolor
Entre el mar y una estrella
Seguirás estando al filo de mis venas
Te pondré algunas velas
Para preguntarle a Dios...
Piel Morena;
Es la magia de tu cuerpo o el perfume de tu aliento
Es el fuego de tu hoguera que me tiene prisionera
El veneno dulce de tu encanto o es la llama que me vá quemando
Es la miel de tu ternura la razón de mi locura
No soy nada sin la luz de tu mirada
Sin el eco de tu risa que se cuela en mi ventana
Eres dueño del calor sobre mi almohada
De mis noches de nostalgia
De mis sueños y esperanzas
Eres piel morena
Canto de pasión y arena
Eres piel morena
Noche bajo las estrellas
Eres piel morena
Playa, sol y palmeras
Eres piel morena
Sueño de mi primavera
Son tus besos dulce fruta que me embriaga
Que se lleva mis tristezas y devuelve al fin la calma
Prisionera de tu amor en la alborada
De tus besos, tus caricias que se quedan en el alma...
No me Enseñaste;
Llama, no importa la hora que yo estoy aquí
Entre las cuatro paredes de mi habitación
Es importante al menos decirte
Que esto de tu ausencia duele
Y no sabes cuanto
Ven, aparece, tan solo comunícate
Que cada hora es un golpe de desolación
Es demasiado aburrido no estar a tu lado
Ven, que mi alma no quiere dejarte ir
Que los minutos me acechan
Aquí todo es gris
Y alrededor todo es miedo y desesperanza
Ven, que nunca imaginaba como era estar sola
Que no es nada fácil cuando te derrotan
Que no sé que hacer
Y aquí no queda nada de nada
No me enseñaste como estar sin ti
Y qué le digo yo a este corazón
Si tú te has ido y todo lo perdí
¿Por dónde empiezo, si todo acabó?
No me enseñaste como estar sin ti
Cómo olvidarte si nunca aprendí...
Amor a la Mexicana;
Compasion no quiero
lastima no quiero
quiero un amor duro que me pueda hacer vibrar
tu sabor yo quiero
tu sudor yo quiero
quiero tu locura que me haga delirar
pura cana! puro amor!
Amor a la mexicana
de cumbia huapango y son
caballo, bota, y sombrero, tequila tabaco y ron
amor a la mexicana
caliente al ritmo del sol
despacio y luego me mata
mi macho de corazon
amor a la mexicana ay! quiero tu amor hasta el fondo del corazon
amor a la mexican y en tu locura quiero perder la razon
amor a la mexicana, suavecito, despacito, yo lo quiero
amor a la mexicana de carino, te delirio, yo me muero."	Pop
8164	es	"A veces no se porquÃ© no veo amor me pierdo en un espiral sin direcciÃ³n
CÃ³mo controlar siento frÃ­o..
necesito que me quieran! Necesito yo querer! A veces no se porquÃ© no encuentro amor vacilo por la ciudad buscando sabor
Ya no puedo tengo miedo..
Necesito que me quieran! Necesito yo querer! Amor amor amor amor amor no puedo yo sin tus besos..
Amor no puedo yo sin poder sentirte..
Amor no puedo yo sin poder tenerte en mi..
Amor porque no puedo vivir porque no puedo existir sin ti..
Amor Yo soy yo..
por ti..
Amor
A veces no se porquÃ© se esfuma el amor, Y solo..
No sÃ© porquÃ© no llena el calor
CÃ³mo aliviar siento frÃ­o..
Necesito que me quieran! Necesito yo querer! Amor amor amor....."	Pop
7280	es	"Ya no siento lo que siento
Un momento es un momento
Cada parte de tu cuerpo
Cada dimensión, cada secreto
Y va quemándome por dentro
Cada espacio, cada intento
Siento el juego de tu cuerpo
Un momento es un momento
Es como ir muy lento
Y que el espejo
No me señale bien la dirección
Sueño de ti, sueño infinito
Tú sabes que te necesito
Y sabes cuanto te he esperado ya
Es como vivir en el exilio
Como coautor del equilibrio
Que nos lastima y nos fascina igual
Ya no siento lo que siento
Un momento es un momento
Cada parte de tu cuerpo
Cada dimensión, cada secreto
Y va quemándome por dentro
Cada espacio, cada intento
Siento el juego de tu cuerpo
Un momento es un momento
Es como ir muy lento
Y que el espejo
No me señale bien la dirección
Sueño de ti, sueño infinito
Tú sabes que te necesito
Y sabes cuanto te he esperado ya
Es como vivir en el exilio
Como coautor del equilibrio
Que nos lastima y nos fascina igual
This is for every human
being in the world, so
Let me explain how I feel right now
If it was up to me I wouldn't be here right now
If I could ask the world where to be right now
Id lake a jet to the moon to chill with you right now
Girl you know that I've been around
The road cold as hell that I've led you down
I know it was you who I lost and found
Now that I've got you I won't let go the crown
Sueño de ti, sueño infinito
Tú sabes que te necesito
Y sabes cuanto te he esperado ya
Es como vivir en el exilio
Como coautor del equilibrio
Que nos lastima y nos fascina igual"	Pop
7554	es	"Tres de la manana
y no me puedo dormir.
Ojala te tuviera aqui junto a mi.
Una voz por dentro
me dice ""ten cuidado,
esta chica es peligrosa
cuando esta a tu lado, si"".
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon,
porque yo ya no quiero sufrir,
porque yo ya no quiero sufrir.
No se si es tu sonrisa,
no se si es tu mirada,
o lo que tu me haces
cuando las luces se apagan.
Tres de la manana
y no me puedo dormir.
Ojala supiera que pretendes de mi.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon,
porque yo ya no quiero sufrir,
porque yo ya no quiero sufrir.
Una voz por dentro
me dice ""ten cuidado,
esta chica es peligrosa
cuando esta a tu lado, si"".
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon,
porque yo ya no quiero sufrir,
porque yo ya no quiero sufrir.
Hey you, can't you see?
She's playing with your heart.
She's playing with your heart.
Hey you can't you see?
She's playing with your heart.
She's playing with your heart.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon,
porque yo ya no quiero sufrir,
porque yo ya no quiero sufrir.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon.
Para de jugar con mi corazon,
porque yo ya no quiero sufrir,."	Pop
6585	es	"Es así, la veo soreír con ojos distraídos
Quieta en una esquina como si
Yo no estuviera allí
Creo yo, que el juego es para dos
Los dos el mismo juego
Pero no se da, de pronto ya no está
Y no me deja ni un adiós
Ella es tímida, se esfuma si la ves
Ella es tímida, por eso es como es
Yo no soy capaz de lastimar su corazón
Ella es tímida, más que tímida
Fíjate, la quiero pero sé
Que es dulce y vulnerable
Tan frágil como hilo de cristal
No quiero hacerle mal
Conozco sus secretos pero no
La voy a hacer sufrir, porque es tan débil
Como un pétalo de flor
Y su dolor me duele a mí"	Pop
7994	es	"Cuántas veces he pensada ya
Que mi mundo de cabeza va
Hacia un mar con fondo de mentiras,
Hipocresías
Cuántas veces no habré yo querido
Ayudar en este mundo mío,
A todos esos que mueren y sufren como tú
El mundo que soñé,
Tendrá mil corazones
Para poder latir
Tendrá un millón de amores
El mundo que soñé,
Tendrá un millón de flores,
Mil niños que serán,
Mañana grandes hombres
Con los ojos bien abiertos mirarán,
Tú les salvarás
Para quien el mismo sol adora,
Ya no hay razas, los colores sobran,
Porque el corazón lo puso el mismo
Tu Dios y el mío
Para quien esboza una sonrisa
Porque la fortuna que no avisa,
Le rebela que en su mañana a tí te ve
El mundo que soñé,
Se vivirá en colores,
Ya nunca escucharé,
Disparos de cañones
El mundo que soñé,
Tendría más justicia
Con todos esos que la guerra es su noticia
Con los ojos bien abiertos mirarán,
Tú les salvarás
Cómo ignorar, como se puede estar,
Indiferente así, inmóviles así,
Con esos niños que no crecerán jamás,
Como puede ser, escuchar sin conmoverse
Regalemos una cosa al mundo,
Un montón de amor y paz
El mundo que soñé, oh, oh, oh...
El mundo que soñé,
Tendría corazón,
El mundo que soñé,
Se llamaría amor
Si caminas de mi manos puede ver
El mundo que soñé"	Pop
5530	es	"So-lavie di-le-jo
So-lavie di-le-jo
He-li venco -de-ho
Chi-le venco de-ho
Malio
He-libo se-yo-man
He-libo se-yo-man
Malio."	Rock
8901	es	"Aunque tus dias sean largos,
y te cubra un cielo gris y triste
cuentas conmigo
Aunque tus noches sean invierno,
y en tu desvelo te espere un mal dia
cuentas conmigo
Cuando en tu rostro reflejes nostalgia
y una sonrisa mal dibujada
cuentas conmigo
Y en tus ojos las lagrimas corran
y tus manos se tornen frias
piensa que estoy yo contigo y cuentas conmigo
Cuentas conmigo amor,
porque tu eres mi vida entera
Cuentas conmigo amor,
porque no tenemos barreras
Cuentas conmigo amor,
porque en las noches tu eres mi estrella
Cuentas conmigo amor, cuentas conmigo
Aunque tus dias sean largos,
y te cubra un cielo gris y triste
cuentas conmigo
Y en tus ojos las lagrimas corran
y tus manos se tornen frias
piensa que estoy yo contigo y cuentas conmigo
Cuentas conmigo amor,
porque tu eres mi vida entera
Cuentas conmigo amor,
porque no tenemos barreras
Cuentas conmigo amor,
porque en las noches tu eres mi estrella
Cuentas conmigo amor
Cuando todo en ti sea alegria y felicidad
cuentas conmigo
Tendre la certeza de saber
que cuento contigo
Cuentas conmigo amor,
porque tu eres mi vida entera
Cuentas conmigo amor,
porque no tenemos barreras
Cuentas conmigo amor,
porque en las noches tu eres mi estrella
Cuentas conmigo amor y cuento contigo"	Pop
7526	es	"Aunque corras te escondas no puedes escapar (x2)
Hey, tú y yo
es así
sube y baja
pero un día al fin
sin querer
nos va bien
cuando uno ha dicho se acabó
una voz
dice no
y se queda.
Estribillo:
Si decides dejarme
no te voy a suplicar
allá tú si más tarde
aunque corras, te escondas
no puedes escapar
aunque corras te escondas no puedes escapar.
Hoy si te vas
ya verás
que no es tan fácil olvidar
sabe bien
sabe mal
como sea pero es tan real
que al final
lo demás
no te importa
Estribillo
Correrás,
te esconderás,
pero no te escaparás (x2)
Hoy una voz
dice no
y se queda.
Corre y dime adiós.
Estribillo (x2)
You can run...
Aunque corras te escondas no puedes escapar.."	Pop
6776	es	"Esto a ti te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Esto a ti, a ti, te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Yo no quiero un erudito, ni a un millonario
Sino a uno como tú con ése vocabulario
Contigo yo pierdo hasta mis buenos modales
Aunque terminemos como dos animales
Muévete, muévete como un invertebrado
Soy tu cazadora y tú eres mi venado
Sí mamita yo soy como Bambi, tu venadito
Dale, cállate y ponte de ladito
Esto a ti te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Esto a ti, a ti, te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Eso que me dices tú, eso
Son palabras bonitas dedicadas llenas de amor para mí
(Tú eres mi gordita)
Eso que me dices tú, eso
Son palabras bonitas dedicadas llenas de amor para mí
Oye, oye, oye
Perversión en absoluto en el área
Perverso como tener sexo en una funeraria
Yo soy el jefe (y yo la secretaria)
Deja que te saque tu lado de ordinaria
Shaki tú estás bien bonita
Aunque también me gustabas cuando estabas más gordita
Con el pelito negrito y la cara redondita
Así medio roquerita
También me gustas ahora, pero cuando pierdes los modales
Cuando comes sin cubiertos (como los animales)
Cuando se te sale lo sucio, lo obsceno
Todo lo que sabe bueno, (todo el veneno)
Si yo soy criminal tú eres una delincuente
Vamos a tirarnos los dos del mismo puente
Sin paracaídas de nuestro mundo volando
(Como los hippies cuando están fumando)
Eso que me dices tú, eso
Son palabras bonitas dedicadas llenas de amor para mí
(Oye, oye, tú eres mi gordita)
Eso que me dices tú, eso
Son palabras bonitas dedicadas llenas de amor para mí
Dice, oye, oye
Esto a ti te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Esto a ti, a ti, te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Me gustas que me mires como un delincuente
Soy Caperucita, y tú eres el lobo que miente
Invítame a pasearme por el lado salvaje
Donde yo no tenga que llevar maquillaje
No puedo decirte todo, todo lo que pienso
Soy peor que tú, y si me buscas yo te encuentro
Chiquita rica que me rasca cuando pica chica
Chiquito dame un pico chico en el hocico rico
Yo poco a poco (poco) te toco un poco, poco (poco)
Tarará tarará tara tarará ¿Qué?
Chiquita rica que me rasca cuando pica chica
Chiquito dame un pico chico en el hocico rico
Yo poco a poco (poco) te toco un poco (poco)
Tarará tarará tara tarará, ah
Esto a ti te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Esto a ti, a ti, te va a calentar ¿Qué?
A calentar ¿Qué?
A calentar
Eso que me dices tú, eso
Son palabras bonitas dedicadas llenas de amor para mí
(Tú eres mi gordita)
Eso que me dices tú, eso
Son palabras bonitas dedicadas llenas de amor para mí"	Rock
7392	es	"[Camila]
Uhm..
Camila
Fue un dia comun y corriente
El dia en que me sali a caminar entre la gente
Sin saber lo que el destino me estaba preparando
Una sorpresa ya me estaba esperando
Poco despues pase por donde sirven cafe
Como no tenia mas que hacer pase pase pregunte
Que si que si pa' este flaco habia una mesa
Y fue asi que atendio esa belleza
No imaginaba nada mas
De llevarla lejos de aqui
No podia siquiera hablar
Del amor que al verla senti
(Yo quiero, yo quiero, yo quiero) tus besos
(Yo quiero, yo quiero, yo quiero) tus encantos
(Yo quiero, yo quiero, yo quiero) tu piel
Oh mamacita dame dame tu miel
Oh oh oh oh oh wo oh
1 2 3 4
Oh oh wo oh oh wo oh
[Alexis]
It's Coming Men Mr
A
Nena si tu supieras lo que yo senti desde que te vi
Fue algo magico algo espectacular que me hizo fijarme en ti
No se si fue tu co-copla
No se si fue tu pe-pelo
Fue ese cuerpo demasiao brutal
Me tiene ponpal cielo
[Fido]
Yo quiero,quiero ser tu abrigo
Algo mas que un amigo
Yo quiero ser te sincero
Por tus besos muero
Yo quiero,quiero ser tu abrigo
Algo mas que un amigo
Yo quiero ser te sincero
Por tus besos muero
[Camila]
Al otro dia sucedio lo siguiente
Desperte temprano me senti diferente
No supe la razon de esa mañana tan bella
Hasta que vi que amanecia con ella
No imaginaba nada mas
De llevarla lejos de aqui
No podia siquiera hablar
Del amor que al verla senti
(Yo quiero, yo quiero, yo quiero) tus besos
(Yo quiero, yo quiero, yo quiero) tus encantos
(Yo quiero, yo quiero, yo quiero) tu piel
Oh mamacita dame dame tu miel
(Yo quiero, yo quiero, yo quiero) tus besos
(Yo quiero, yo quiero, yo quiero) tus encantos
(Yo quiero, yo quiero, yo quiero) tu piel
Oh mamacita y tus besos tambien
Yo quiero contigo
Morena te lo pido
Yo quiero contigo
Yo quiero contigo
Morena te lo pido
Yo quiero contigo
Oh oh wo oh wo oh
Oh oh wo oh wo oh
1 2 3 4
Oh oh wo oh wo oh
Oh oh wo oh wo oh
Oh Oh Oh
[Alexis]
Yeah
Ja!
Oye
Nosotros somo los que tamos en la primeras posiciones
Camila
La A y la F
Alexis
Fi-Do
Ja!
Nuevamente con los presidentes
Doble A y Nales
Tu lo sabe
Esta es la nueva version de yo quiero (Ja!)
Para toda las mujer preciosas de este mundo entero
La A y la F
Tu sabe"	Pop
6668	es	"Spiders (Arañas)
La penetrante luna resplandeciente...
La tormenta del pobre Junio...
Toda la vida corriendo a través de su pelo...
La luz guiante que se acerca,
nuestros anos poco profundos temerosos,
Los sueños son serpentear a través de mi cabeza...
Ah..
a través de mi cabeza...
Antes de que sepas,
despierta...
Vuestras vidas están ampliamente abiertas,
El chip V les da visión,
Toda la vida corriendo a través del pelo de ella...
Las arañas todas en melodía,
El atardecer de la luna...
Los sueños son serpentear a través de mi cabeza...
A través de mi cabeza...
A través de mi cabeza...
Antes de que sepas,
despierta...
A través de mi cabeza...
A través de mi cabeza...
Antes de que sepas...
Antes de que sepas,
Estaré esperando completamente despierto...
Los sueños son serpentear a través de el cabello de
ella...
Los sueños son serpentear a través de el cabello de
ella..."	Metal
6892	es	"Vene mira-lo
Ven ca y acabar con mi dolor
Loca para ti por favor
Y ya conozco tu olor
Mucho gusto senor
Cuando estoy contigo siento tanto calor
Me ponga loca con tu amor
Y ya intiendo tu valor
What it is
Quiero tu solo
No hay algo mismo
Por eso espero
Duele me cuerpo
Tu me encantas
El tiempo pasa
No quiero otro
No hay igual
No hay igual
No hay igual
No no no no no hay igual
El hambre que tengo tienes que matar
Mi copo visia tienes que llenar
Mis noches solas tengo que acabar
Dime-que nunca-me vas dejar (nunca)
Pero no demoras
Cada dia mi cuerpo llora
Tantos cosas quero esa senora
Quero lo que quiero y lo quiero ahora

Me-levantas cuando cantas a mi nombre oh oh oh oh oh oh
Me-levantas cuando cantas a mi nombre oh oh oh oh oh
Ay carino necesito tu sonido oh oh oh oh oh
Ay carino es m chico todo listo ay ay ay ay ay

(fonte: site oficial)"	Pop
6374	es	"Sin no estás conmigo
Nada importa
El vivir sin verte
Es morir
Si no estás conmigo
Hay tristeza
Y la luz del sol no brilla igual
Sin tu amor
Los celos me consumen
Y el temor
No me deja dormir
Dime tu que hago vida mia
Sin tu amor
Yo voy a enloquecer
Sin tu amor
Los celos me consumen
Y el temor no me deja dormir
Dime tú
Que hago vida mía
Sin tu amor
Yo voy a enloquecer..."	Rock
7574	es	"A LO MEJOR NO TE HAS DADO NI
CUENTA
DE QUE TÚ Y YO YA NO SOMOS
COMO AYER
A LO MEJOR ES QUE TIENES MIEDO
DE QUE ME VAYA Y NO ME VUELVAS
A VER
PERO TIENES QUE DEJARME
MARCHAR
HAY OTRA VIDA QUE ME ESPERA MAS
ALLÁ
Y SI LA SUERTE LA LLEVO DETRAS
NO TE PREOCUPES QUE NO VOY A
CAMBIAR
VIVIRÉ Y MORIRÉ
PERO EN TUS BRAZOS YO ACABARÉ
AUNQUE LO NUESTRO NO SIGA IGUAL
CIERRO LOS OJOS Y CONTIGO ESTARE
VIVIRÉ Y MORIRÉ
Y DESDE EL CIELO TE MIRARÉ
AUNQUE LO NUESTRO NO SIGA IGUAL
AL FINAL SABES QUE TE ESPERARÉ
A LO MEJOR ES QUE TU TE CREES
QUE CON EL TIEMPO TE OLVIDARÉ
A LO MEJOR ES QUE TIENES MIEDO
DE QUE TE PUEDA DEJAR DE QUERER
PERO TIENES QUE DEJARME
MARCHAR
HAY OTRA VIDA QUE ME ESPERA MAS
ALLÁ
Y SI LA SUERTE LA LLEVO DETRAS
NO TE PREOCUPES QUE NO VOY A
CAMBIAR
VIVIRÉ Y MORIRÉ
PERO EN TUS BRAZOS YO ACABARÉ
AUNQUE LO NUESTRO NO SIGA IGUAL
CIERRO LOS OJOS Y CONTIGO ESTARÉ
VIVIRÉ Y MORIRÉ
Y DESDE EL CIELO TE MIRARÉ
AUNQUE LO NUESTRO NO SIGA IGUAL
AL FINAL SABES QUE TE ESPERARÉ
Y DONDE BRILLE EL SOL ALLI ESTARÉ
Y DONDE BRILLE EL SOL TE ESPERARÉ
VIVIRÉ Y MORIRÉ
PERO EN TUS BRAZOS YO ACABARÉ
AUNQUE LO NUESTRO NO SIGA IGUAL
CIERRO LOS OJOS Y CONTIGO ESTARÉ
VIVIRÉ Y MORIRÉ
Y DESDE EL CIELO TE MIRARÉ
AUNQUE LO NUESTRO NO SIGA IGUAL"	Pop
8755	es	"Te tomo la mano y no siento tu mano
Nos damos un beso y no siento tus labios
En tus ojos no luce el azul del cielo
Te miro y lo que veo me parece extrano
Cuando se abre la puerta
no me late el corazon
Si en la noche te encuentro
ya no pierdo la razon
Cuando estoy a tu lado no se me
acelera el pulso
tus caricias y abrazos ya no me queman
(CORO:)
Cambia la piel y librate
De ese viejo amor que te hizo sufrir
Cambia la piel y limpiate
Todo ese rencor que no te hace bien
Volvieron los recuerdos que tanto
te hicieron mal
Volvio la tristeza que te oprimi el alma
Y la amistad y el carino que tanto nos unio
Cayeron en las redes de la desconfianza
Ya no tiembla tu cuerpo cuando
hacemos el amor
Y a pesar del tiempo
parece que nada sucedio
La complicidad que
antes hubo entre los dos
Se subio a una paloma
y se fue volando
(CORO)
(Solo)
Cambia la piel y olvidate
Del resentimiento que ensucia tu sangre
Cambia la piel, cierra la herida
Que se abrio aquel dia y que nunca curo
Cambia la piel y convencete
Que vine por ti para hacerte feliz
Cambia la piel y llamame
Olvidate de ese viejo amor
Cambia la piel olvidate ya
Cambia la piel y cambia la piel
Y olvidate de ese viejo amor
Cambia la piel
Liberate, liberate
Cambia la piel
Cambia la piel
Y liberate
Cambia la piel
Oh, oh..
liberate
Cambia la piel
Cambia la piel
Y liberate
Cambia la piel
Oh, oh..
liberate"	Pop
7408	es	"Por siempre tú

Cuando estoy por caer
Yo sé que tu amor me volverá a socorrer
Venceré el temor
Mientras sepa que tú sientes
Dentro lo mismo que yo
En el dolor y el bien, tú me supiste amar
Y lo que soy es por ti sin dudar
Coro: Eres mi protección mi sosten
Frente a todo mi mejor opción
Por siempre tú
Mi poder mi valor
Atraves de lo peor
Mi luz mi cielo azul
Mi gran amor aún
Por siempre tú
No hay ningún amanecer
Que no me despierte sin saber
que te soñé
Soy por ti
muy feliz
En mi alma para siempre
Hay un sitio para ti
No importa donde esté tu amor me encontrará
Iluminando mi cielo mi oscuridad
Coro:Eres mi protección mi sosten
Frente a todo mi mejor opción
Por siempre tú
Mi poder mi valor
Atraves de lo peor
Mi gran amor aún
Por siempre tú

Mi guardian será refugio de tu querer
la fé que me hará creer que vale mi vida
un hogar al cual por siempre volveré
te amo aun, Por siempre tú
Solo tú
Coro: Eres mi protección mi sosten
Frente a todo mi mejor opción
Por siempre tú
Mi poder mi valor
Atraves de lo peor
Mi luz mi cielo azul
Mi gran amor aún
Por siempre tú

Mi luz mi cielo azul
Mi gran amor aún
Por siempre tú.
Mi luz mi cielo azul
Mi gran amor aún
Por siempre tú."	Pop
7858	es	"besemos diariamente
hasta que nos cansemos
quiero estar contigo hasta el final
quiero besarte
quiero abrasarte
quiero, quiero..........
amarte dia y noche
todas la noches sueño contigo
todos los dias pienso en ti
besemos diariamente
hasta que nos cansemos
quiero estar contigo hasta el final
quiero besarte
quiero abrasarte
quiero, quiero..........
amarte dia y noche
estare contigo hasta el final
estare contigo en las buenas y en las malas
are todo, solo pro estar contigo
aunque me rechazes
te seguire amando
amarte dia y noche
quiero besarte
quiero abrasarte
quiero, quiero
quiero estar contigo
contigoooooo................"	Pop
7035	es	"Desde la primera ves que yo te vi
te as quedado para siempre en mi corazon
ya no puedo evitar, ya no puedo esconder
que ahora siento que me gustas
mas y mas y mas, mas y mas, mas y mas
Talves no sea mucho para ti
esta cancion inventada otra ves por mi
pero quiero que no lo tomes a mal
solo que me e enamorado de ti
anahi..
anahi
Si pudieras ver lo que ai en mi
tantas ganar de tenerte y un amor que dar
si pudieras obsevar ese amor que t daria
y que tengo para ti
para ti
Si pudieras ver lo que hay en mi
tantas ganar de tenerte y un amor que dar
si pudieras obsevar ese amor que t daria
y que tengo para ti
[para mi]
Roabem el alma si quieres
pero no me dejes
Robame el alma si quieres
pero no me dejes
no me dejes"	Pop
7721	es	"Esta vez, somos,
de papel, somos,
la corteza de un arbol,
que en nada,
tiene que ver,
con el sudor del
viento,
somos, servilletas,
y el recibo de luz,
somos servilletas,
y el recibo de luz.
Esta vez somos,
de papel, somos,
las infracciones,
y las hojas de la biblia,
esta vez somos honestos.
Somos servilletas,
y el recibo de luz,
somos servilleta
y el recibo de luz.
Esta vez somos,
de papel, somos
las infracciones,
esta vez somos honestos,
para siempre,
para siempre,
para siempree..."	Rock
6938	es	"Mr
Worldwide
With the beautiful, sexy, sophisticated Fifth Harmony
I already seen you, mami, need a TLC (yeah)
And I ain't too proud to beg just like TLC
I got a good head on my shoulders, if you know what I mean
That's when I called her over and told her ""Mami, ven aquí""
¿De dónde eres, cuál es tu nombre?
¿Tienes novia, o buscas hombre?
Por favor, disculpa todas las preguntas
Que lo único que quiero es un besito en la punta
Pretty, please
Please, vas a tener que esperar (dame un besito, mami)
Please, si lo quieres tonight
Lo que quieras si me dices por favor
Yo hago todo si me dices por favor (por favor)
De la forma en que lo dices, dímelo (más, más, más)
Haz lo que quieras si me dices por favor
Ella me dijo ""Número uno, mi nombre es Johanna""
¿Y de qué punta tú hablas? Punta Cana
No mama, de la punta de mi nariz
O maybe un french kiss, en la punta de París
Estoy loco, y un poco suelto
Coco quemao', y un poco fresco
Pero dame un besito en la punta
Por favor, mami, me lo merezco, pretty, please
Please, vas a tener que esperar (dame un besito, mami)
Please, si lo quieres tonight
Lo que quieras si me dices por favor
Yo hago todo si me dices por favor (por favor)
De la forma en que lo dices, dímelo (más, más, más)
Haz lo que quieras si me dices por favor (por favor)
Mami, dame de eso, sexy (¿qué tú quieres?)
Mami, dame de eso, rico (hahaha)
Mami, dame de eso, sexy
Mami, dame de eso, rico (¿qué tú quieres?)
Mami, dame de eso, sexy (¿eso?)
Mami, dame de eso, rico
Mami, dame de eso, sexy
Mami, dame de eso, rico
Please, vas a tener que esperar (boy, if you tell me now)
Please, si lo quieres tonight (if you want this now)
Lo que quieras si me dices por favor
Yo hago todo si me dices por favor (por favor)
De la forma en que lo dices, dímelo (más, más, más)
Haz lo que quieras si me dices por favor (por favor)
Lo que quieras si me dices por favor
Yo hago todo si me dices por favor (por favor)
De la forma en que lo dices, dímelo (más, más, más)
Haz lo que quieras si me dices por favor
Ven mamita, pa' dártelo
Despacito, suavesito, rico
Como arroz con huevo frito
Por favor"	Pop
9062	es	"Thalía - Cantando por un sueño
Voy a pedir querer llegar hasta el cielo
Ganar, vivir, en cada palabra desbordar el alma…
Siguiendo fiel al deseo, buscando así lo que quiero
Y decidir todo lo que quiero para mi
Y cantar, y seguir y soñar con mi espíritu nuevo
Y cantar, y decir todas esas cosas que hay dentro de mi…
Cantando por un sueño, voy viajando todo el universo
Mi voz es el trofeo que hay dentro de mi
Cantando por un sueño, voy viajando todo el universo
Mi voz es el trofeo que hay en mi...
Mi voz es el trofeo hooo ohhh hoo!!!
creer las cosas buenas y que todo puede suseder aqui
Que cada dia es nuevo y que siempre pongo lo mejor de mi
Siguiendo fiel al deseo, buscando así lo que quiero
Y decidir todo lo que quiero para mi
Y cantar, y seguir y soñar con mi espíritu nuevo
Y cantar, y decir todas esas cosas que hay dentro de mi…
Cantando por un sueño, voy viajando todo el universo
Mi voz es el trofeo que hay dentro de mi
Cantando por un sueño, voy viajando todo el universo
Mi voz es el trofeo que hay en mi...
Mi voz es el trofeo hooo ohhh hoo!!!"	Pop
